metric,n,mean_baseline,mean_pre,mean_post,effect_stress,cor_with_f0
vsa_log,392,11.570320350757198,11.480318170973248,11.607861873320987,-0.09000217978394964,-0.040832811729872465
f2_range_norm,393,2.2447595678480323,2.2905984983134844,2.235348045528608,0.045838930465452066,-0.032094310621872284
f2_mean,393,1550.578914728682,1497.8872512820512,1464.3408606965174,-52.691663446630855,0.00840802903274204
f2_slope,393,-28.462957167144022,-46.633079745863334,-90.91027158026654,-18.17012257871931,0.03042930295638411
centralization,392,514.8434656228445,505.66616283950236,498.3481574243598,-9.177302783342157,-0.03389038086166292
