var_f0_total,var_f0_between,var_f0_within,icc_f0,var_na_total,var_na_between,var_na_within,icc_na
490.3722881421595,432.8351584489333,57.754741159358595,0.8826664330661644,3.2804571807782508,2.66545480620825,0.613235126367208,0.8125254070763093
